station_id,ev_network,state,pred,confidence,label,evidence,primary_path,context_path
258948,ChargePoint Network,SC,no_shade,0.9,no_shade,"The center of the image shows a large, flat, featureless building roof, indicating a geocoding error, and the actual charging stalls are presumed to be in the adjacent open parking lot which is exposed to the sky.",data-ev\data\images\primary\258948_primary_83a30adc1cf0.png,data-ev\data\images\context\258948_context_83a30adc1cf0.png
259768,ChargePoint Network,NJ,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement and parking lines, with no man-made overhead structure or vegetation covering the area.",data-ev\data\images\primary\259768_primary_d8cb92440c82.png,data-ev\data\images\context\259768_context_d8cb92440c82.png
259974,7CHARGE,TX,no_shade,0.9,no_shade,"The charger is geocoded onto a large, flat, featureless building roof, indicating the actual charging stalls are in the adjacent open parking lot, which is uncovered.",data-ev\data\images\primary\259974_primary_6c53c61c3fcf.png,data-ev\data\images\context\259974_context_6c53c61c3fcf.png
259985,Tesla,CA,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible pavement, parking lines, and cars, with no man-made overhead structure.",data-ev\data\images\primary\259985_primary_94204c085c06.png,data-ev\data\images\context\259985_context_94204c085c06.png
260040,ChargePoint Network,CO,no_shade,1.0,no_shade,"The center of the image clearly shows an open dirt/gravel parking area with parked cars, directly exposed to the sky with no man-made overhead structure.",data-ev\data\images\primary\260040_primary_f175d78bc310.png,data-ev\data\images\context\260040_context_f175d78bc310.png
260178,ChargePoint Network,OH,no_shade,0.9,no_shade,"The charger is centered on a large, flat building roof with no cars, and the context image shows a surrounding open parking lot, indicating the actual charger is likely in the adjacent open parking area.",data-ev\data\images\primary\260178_primary_e3bd83473d9c.png,data-ev\data\images\context\260178_context_e3bd83473d9c.png
260718,ChargePoint Network,CO,no_shade,0.95,no_shade,"The center of the image shows an open, unpaved area with some scattered objects and trees, but no man-made overhead structure like a canopy, solar panels, or a garage.",data-ev\data\images\primary\260718_primary_aeceb5470dba.png,data-ev\data\images\context\260718_context_aeceb5470dba.png
260771,EV Connect,NC,no_shade,0.9,no_shade,"The center of the image shows a large building roof, but the surrounding area is an extensive open parking lot, indicating the charger is likely located in the open parking area.",data-ev\data\images\primary\260771_primary_550941ce48d6.png,data-ev\data\images\context\260771_context_550941ce48d6.png
260875,EV Connect,NC,no_shade,0.9,no_shade,"The center of the image shows a building roof, but the context image clearly reveals an open parking lot adjacent to the building, indicating the charger is likely in the open parking area, not on the building's roof.",data-ev\data\images\primary\260875_primary_931d6f60fc00.png,data-ev\data\images\context\260875_context_931d6f60fc00.png
261462,Tesla,TX,no_shade,1.0,no_shade,"The center of both images clearly shows an open paved parking lot with parked cars, indicating no man-made overhead cover.",data-ev\data\images\primary\261462_primary_0476df115fe9.png,data-ev\data\images\context\261462_context_0476df115fe9.png
261470,Tesla,OR,no_shade,1.0,no_shade,"The center of the image shows an open road intersection with a vehicle, and any shade present is clearly cast by natural trees, not a man-made structure.",data-ev\data\images\primary\261470_primary_ced4d5cab84e.png,data-ev\data\images\context\261470_context_ced4d5cab84e.png
279377,Electrify America,CT,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement and parking lines, with no man-made overhead structure.",data-ev\data\images\primary\279377_primary_5695b15eae0b.png,data-ev\data\images\context\279377_context_5695b15eae0b.png
279410,Electrify America,OR,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible cars and parking lines, with no man-made structure overhead.",data-ev\data\images\primary\279410_primary_97c162e43b71.png,data-ev\data\images\context\279410_context_97c162e43b71.png
293154,ChargePoint Network,CA,no_shade,0.9,no_shade,"The center of the image shows a large, flat building roof with no cars, indicating the charger is likely in the adjacent open parking lot, which has no overhead cover.",data-ev\data\images\primary\293154_primary_fd8507444c00.png,data-ev\data\images\context\293154_context_fd8507444c00.png
296758,AUTEL,GA,shade_solar_pv,0.7,shade_solar_pv,"The central dark structure exhibits a dark, almost black color and a faint, modular texture, consistent with solar photovoltaic panels, covering the charger's location.",data-ev\data\images\primary\296758_primary_3925bf683ccb.png,data-ev\data\images\context\296758_context_3925bf683ccb.png
298646,GRAVITI_ENERGY,CO,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement and parked cars, with no man-made overhead structure, solar panels, or multi-level garage covering the area.",data-ev\data\images\primary\298646_primary_7772cdbe6b4a.png,data-ev\data\images\context\298646_context_7772cdbe6b4a.png
302202,Tesla,TX,no_shade,0.9,no_shade,"The center of the image is on a large, flat building roof, and the adjacent parking areas visible in the context image are open to the sky without any overhead cover.",data-ev\data\images\primary\302202_primary_4f383e1a4e40.png,data-ev\data\images\context\302202_context_4f383e1a4e40.png
302499,ChargePoint Network,TX,uncertain,0.9,uncertain,"Both the primary and context images are extremely blurry and lack sufficient detail to identify any specific overhead cover type, such as pavement, a shade structure, or a garage.",data-ev\data\images\primary\302499_primary_bf03a107fa75.png,data-ev\data\images\context\302499_context_bf03a107fa75.png
302972,Tesla,IN,no_shade,1.0,no_shade,"The primary and context images clearly show an open, paved parking lot with visible parking lines and no overhead structures or canopies.",data-ev\data\images\primary\302972_primary_e10f87459de0.png,data-ev\data\images\context\302972_context_e10f87459de0.png
302974,Tesla,MN,shade_structure,0.95,shade_structure,"The center of the image shows a light-colored, solid, rectangular canopy covering parking stalls, with no fine grid texture of solar panels or signs of a multi-level garage.",data-ev\data\images\primary\302974_primary_1011d153fb7e.png,data-ev\data\images\context\302974_context_1011d153fb7e.png
303763,ChargePoint Network,NY,no_shade,1.0,no_shade,"The charger is located in an open parking lot, with the only overhead cover being natural tree canopy, which does not count as a man-made shade structure.",data-ev\data\images\primary\303763_primary_041f7e26fc36.png,data-ev\data\images\context\303763_context_041f7e26fc36.png
307578,ChargePoint Network,TN,no_shade,1.0,no_shade,"The center of both images clearly shows an open paved parking lot with visible parking lines and parked cars, with no man-made structure or vegetation directly overhead.",data-ev\data\images\primary\307578_primary_5f02bcb48f79.png,data-ev\data\images\context\307578_context_5f02bcb48f79.png
307817,Tesla,OR,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible pavement, parked cars, and no man-made overhead structure.",data-ev\data\images\primary\307817_primary_0e0f6022e7bf.png,data-ev\data\images\context\307817_context_0e0f6022e7bf.png
311221,Tesla,UT,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement, parking lines, and parked cars, with no overhead man-made structure or vegetation.",data-ev\data\images\primary\311221_primary_aacbddce2cf7.png,data-ev\data\images\context\311221_context_aacbddce2cf7.png
311387,Blink Network,IA,no_shade,0.9,no_shade,"The charger coordinates are centered on a large, flat building roof, but the context image clearly shows open parking lots with cars surrounding the building, indicating the actual charger is in an adjacent open parking area.",data-ev\data\images\primary\311387_primary_7440e66e0bd3.png,data-ev\data\images\context\311387_context_7440e66e0bd3.png
314196,EV Connect,NC,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with cars and pavement, with no man-made overhead structure, canopy, or garage visible directly above the charger's location.",data-ev\data\images\primary\314196_primary_22a68cef3fd6.png,data-ev\data\images\context\314196_context_22a68cef3fd6.png
320135,Tesla,MD,no_shade,1.0,no_shade,"The center of the image clearly shows open parking stalls with bare pavement, painted lines, and parked cars, with no man-made overhead structure visible.",data-ev\data\images\primary\320135_primary_17e1d8462b1e.png,data-ev\data\images\context\320135_context_17e1d8462b1e.png
321181,Blink Network,UT,no_shade,0.9,no_shade,"The center of the image shows a large building roof with no cars or parking lines, and the surrounding context reveals a large open parking lot, indicating the charger is likely in the adjacent open parking area, not on the building roof.",data-ev\data\images\primary\321181_primary_cdcdfd074ce2.png,data-ev\data\images\context\321181_context_cdcdfd074ce2.png
321346,ChargePoint Network,CO,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement and parked cars, with no man-made overhead structure or roof covering the area.",data-ev\data\images\primary\321346_primary_970209e4cc27.png,data-ev\data\images\context\321346_context_970209e4cc27.png
321507,EV Connect,MI,no_shade,0.9,no_shade,"The center of the image shows a large, flat, featureless building roof with no cars, and surrounding parking lots are clearly visible, indicating the charger is likely in an adjacent open parking stall.",data-ev\data\images\primary\321507_primary_f752b50d7ebe.png,data-ev\data\images\context\321507_context_f752b50d7ebe.png
322553,ChargePoint Network,CA,no_shade,0.9,no_shade,"The center of the image shows a large, flat, featureless building roof, not a parking deck, indicating the charger is likely in the adjacent open parking lot which is open to the sky.",data-ev\data\images\primary\322553_primary_c65150f245ca.png,data-ev\data\images\context\322553_context_c65150f245ca.png
322657,ChargePoint Network,PA,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with cars and pavement, with no man-made overhead structure, solar panels, or garage visible directly above the charging area.",data-ev\data\images\primary\322657_primary_aeb0120bced8.png,data-ev\data\images\context\322657_context_aeb0120bced8.png
322766,ChargePoint Network,CA,no_shade,0.9,no_shade,"The center of the image shows a large, flat, light-colored commercial building roof with no cars, indicating the charger is likely in the surrounding open parking lot which has no overhead cover.",data-ev\data\images\primary\322766_primary_307079e506a6.png,data-ev\data\images\context\322766_context_307079e506a6.png
323901,ChargePoint Network,WA,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible parking stall lines and parked cars, with no man-made overhead structure present.",data-ev\data\images\primary\323901_primary_427f6eb6cf0a.png,data-ev\data\images\context\323901_context_427f6eb6cf0a.png
326025,ChargePoint Network,CT,no_shade,1.0,no_shade,"The charger is located in an open parking lot adjacent to a building, with no man-made overhead cover directly above the charging stall, as confirmed by the wider context image.",data-ev\data\images\primary\326025_primary_600346b9a3f9.png,data-ev\data\images\context\326025_context_600346b9a3f9.png
326924,EVBOLT,TX,shade_structure,0.95,shade_structure,"The center of the image shows a light-colored, rectangular man-made canopy with visible structural lines, covering a parking area, consistent with a shade structure.",data-ev\data\images\primary\326924_primary_c87c352f6a9a.png,data-ev\data\images\context\326924_context_c87c352f6a9a.png
327206,ChargePoint Network,CO,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible parking stall lines and parked cars, with no man-made overhead cover.",data-ev\data\images\primary\327206_primary_a82c0639639b.png,data-ev\data\images\context\327206_context_a82c0639639b.png
327472,ChargePoint Network,PA,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible pavement and parked cars, with no man-made overhead structure.",data-ev\data\images\primary\327472_primary_5ab94e44db43.png,data-ev\data\images\context\327472_context_5ab94e44db43.png
328206,Blink Network,MA,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible cars and pavement, with no man-made overhead structure covering the stalls.",data-ev\data\images\primary\328206_primary_78f210cc6881.png,data-ev\data\images\context\328206_context_78f210cc6881.png
328338,EVPOWER,UT,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking area or road with cars, with no visible overhead structure or canopy.",data-ev\data\images\primary\328338_primary_974a277d5d80.png,data-ev\data\images\context\328338_context_974a277d5d80.png
331048,CHARGENET,CA,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible pavement and parked cars, with no man-made overhead structure.",data-ev\data\images\primary\331048_primary_655da68d04c0.png,data-ev\data\images\context\331048_context_655da68d04c0.png
331173,ChargePoint Network,TN,no_shade,1.0,no_shade,"The center of the image shows an open parking lot with visible pavement and parked cars, with no man-made overhead structure or roof covering the area.",data-ev\data\images\primary\331173_primary_98164a10023e.png,data-ev\data\images\context\331173_context_98164a10023e.png
332098,Tesla,NC,no_shade,1.0,no_shade,The center of the image clearly shows an open parking lot with visible parking stall lines and no man-made overhead structures.,data-ev\data\images\primary\332098_primary_18be9f9ee282.png,data-ev\data\images\context\332098_context_18be9f9ee282.png
332767,EVCS,OR,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible cars and painted parking lines, with no man-made overhead structure covering the stalls.",data-ev\data\images\primary\332767_primary_bb5a8d6b8ea5.png,data-ev\data\images\context\332767_context_bb5a8d6b8ea5.png
333264,ABM,CA,uncertain,0.8,uncertain,"The center of the image is on a large, flat building roof that does not show signs of being a parking garage, and the actual charger location in an adjacent parking area is not clearly identifiable or dominant due to the low resolution and ambiguity.",data-ev\data\images\primary\333264_primary_d04776bd191b.png,data-ev\data\images\context\333264_context_d04776bd191b.png
334257,EVGATEWAY,CO,no_shade,0.9,no_shade,"The center of the image shows a large, flat building roof with HVAC units, not a parking deck, and the surrounding area clearly indicates extensive open parking lots where the charger would likely be located.",data-ev\data\images\primary\334257_primary_2ff356f4e53f.png,data-ev\data\images\context\334257_context_2ff356f4e53f.png
335303,AMPUP,CA,no_shade,1.0,no_shade,"The primary image clearly shows an open parking lot with visible pavement and parked cars at the center, with no man-made overhead structure.",data-ev\data\images\primary\335303_primary_0c072ed2e681.png,data-ev\data\images\context\335303_context_0c072ed2e681.png
346595,ChargePoint Network,GA,no_shade,0.9,no_shade,"The center of the image shows a building roof, but the wider context reveals a large open parking lot adjacent to the building, suggesting the charger is located in the unshaded parking area.",data-ev\data\images\primary\346595_primary_f94f5d67d7cd.png,data-ev\data\images\context\346595_context_f94f5d67d7cd.png
347220,WATT_EV,CA,no_shade,0.9,no_shade,"The center of the image shows a large, flat, featureless building roof, indicating the charger coordinate is likely misplaced, and the actual charging stalls are in the adjacent open parking/storage area visible in the context image.",data-ev\data\images\primary\347220_primary_63c039895b55.png,data-ev\data\images\context\347220_context_63c039895b55.png
347386,Blink Network,FL,no_shade,1.0,no_shade,"The center of the image clearly shows an open paved parking lot with visible parking lines and parked cars, with no overhead man-made structures or natural vegetation providing cover.",data-ev\data\images\primary\347386_primary_e2d7021d7ffc.png,data-ev\data\images\context\347386_context_e2d7021d7ffc.png
347406,ChargePoint Network,AL,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with painted stalls and no overhead man-made structure, canopy, or garage.",data-ev\data\images\primary\347406_primary_fcab6ac5fd07.png,data-ev\data\images\context\347406_context_fcab6ac5fd07.png
348906,LOOP,NM,no_shade,0.9,no_shade,"The center of the image shows an unpaved area with sparse vegetation and a small building, but no visible man-made overhead cover, parking stalls, or garage structure.",data-ev\data\images\primary\348906_primary_7c9db499ad3a.png,data-ev\data\images\context\348906_context_7c9db499ad3a.png
349064,CHARGESMART_EV,NY,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible cars and parking lines, with no man-made overhead structure or trees covering the area.",data-ev\data\images\primary\349064_primary_02cf722cec5a.png,data-ev\data\images\context\349064_context_02cf722cec5a.png
349794,POWERPUMP,UT,no_shade,0.9,no_shade,"The primary image shows a building roof with skylights, and the context image confirms the charger is geocoded onto a large commercial building roof adjacent to an open parking lot, indicating the actual charging stalls are in the unshaded parking area.",data-ev\data\images\primary\349794_primary_68626c7960c2.png,data-ev\data\images\context\349794_context_68626c7960c2.png
350559,GRAVITY_CHARGING_CENTER,NY,no_shade,0.9,no_shade,"The center of the image is covered by green vegetation and bare ground, with no visible man-made overhead structure.",data-ev\data\images\primary\350559_primary_d179059d3d76.png,data-ev\data\images\context\350559_context_d179059d3d76.png
350867,ChargePoint Network,AL,no_shade,0.95,no_shade,"The center of the image clearly shows an open parking lot with visible parking lines and pavement, with no man-made overhead structure or canopy.",data-ev\data\images\primary\350867_primary_3a0602f0601c.png,data-ev\data\images\context\350867_context_3a0602f0601c.png
351447,Blink Network,OH,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement, parking stall lines, and parked cars, with no man-made overhead structure.",data-ev\data\images\primary\351447_primary_8a44bc6770f1.png,data-ev\data\images\context\351447_context_8a44bc6770f1.png
351466,ChargePoint Network,MA,no_shade,0.9,no_shade,"The center of the image shows a flat, dark gray building roof with circular features, not a parking deck, and an adjacent open parking lot suggests the charger is located there without overhead cover.",data-ev\data\images\primary\351466_primary_2a6361c37e7e.png,data-ev\data\images\context\351466_context_2a6361c37e7e.png
351500,ChargePoint Network,NJ,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with parked cars and pavement, with no visible man-made overhead structure, solar panels, or garage.",data-ev\data\images\primary\351500_primary_a086558fe313.png,data-ev\data\images\context\351500_context_a086558fe313.png
351598,EPIC_CHARGING,NH,no_shade,0.9,no_shade,"The center of the image shows a building roof, and an adjacent open parking lot with painted stalls is visible in the context image, suggesting the charger is in the open parking area.",data-ev\data\images\primary\351598_primary_9e4229f8cb0a.png,data-ev\data\images\context\351598_context_9e4229f8cb0a.png
351651,ChargePoint Network,AL,uncertain,0.9,uncertain,"Both primary and context images are extremely blurry at the center, making it impossible to discern any specific overhead cover, texture, or structure.",data-ev\data\images\primary\351651_primary_dac5f8ed6804.png,data-ev\data\images\context\351651_context_dac5f8ed6804.png
351935,EV Connect,MA,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible pavement and parked cars, with no man-made overhead structure, solar panels, or garage covering the area.",data-ev\data\images\primary\351935_primary_883563ce1bfc.png,data-ev\data\images\context\351935_context_883563ce1bfc.png
354812,Blink Network,FL,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible pavement, parking lines, and parked cars, with no man-made structure overhead.",data-ev\data\images\primary\354812_primary_a834d6e38df8.png,data-ev\data\images\context\354812_context_a834d6e38df8.png
355050,Tesla,AZ,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement and parking stall lines, indicating no man-made overhead cover.",data-ev\data\images\primary\355050_primary_e64f6afaba54.png,data-ev\data\images\context\355050_context_e64f6afaba54.png
355280,ChargePoint Network,CT,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement and parked cars, with no man-made overhead structure directly above the presumed charger location.",data-ev\data\images\primary\355280_primary_c8b195bc4be9.png,data-ev\data\images\context\355280_context_c8b195bc4be9.png
355548,Tesla,CA,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement, parking lines, and cars, with no man-made overhead structure.",data-ev\data\images\primary\355548_primary_9fffa687597d.png,data-ev\data\images\context\355548_context_9fffa687597d.png
355554,Tesla,WA,no_shade,1.0,no_shade,"The primary image clearly shows an open parking lot with visible cars and pavement at the center, with no man-made overhead structure or shade visible.",data-ev\data\images\primary\355554_primary_3fe827a21ff7.png,data-ev\data\images\context\355554_context_3fe827a21ff7.png
355584,ChargePoint Network,OH,no_shade,1.0,no_shade,"The charger is located in an open parking lot, directly above visible pavement and a parked car, with no man-made overhead structure or vegetation covering it.",data-ev\data\images\primary\355584_primary_13edd41f6c7e.png,data-ev\data\images\context\355584_context_13edd41f6c7e.png
355710,MERCEDES_BENZ,TX,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible pavement and parked cars, with no man-made overhead structure, canopy, or roof.",data-ev\data\images\primary\355710_primary_e5e3b627fbb2.png,data-ev\data\images\context\355710_context_e5e3b627fbb2.png
356064,Tesla,NY,no_shade,1.0,no_shade,"The center of both images clearly shows an open parking lot with visible white parking lines, indicating no overhead cover from any man-made structure or dense vegetation.",data-ev\data\images\primary\356064_primary_6f7bbdbe44e9.png,data-ev\data\images\context\356064_context_6f7bbdbe44e9.png
356177,APPLEGREEN,NY,uncertain,0.9,uncertain,"The images are very low resolution and the central area appears to be an active construction site with dirt and debris, making it impossible to discern any parking stalls or overhead cover.",data-ev\data\images\primary\356177_primary_33ae3a6afdbd.png,data-ev\data\images\context\356177_context_33ae3a6afdbd.png
356334,ROVE,CA,no_shade,0.9,no_shade,"The center of the image shows a large, flat building roof with no cars, and the context image reveals extensive open parking lots surrounding the building, indicating the charger is likely located in the adjacent open parking area.",data-ev\data\images\primary\356334_primary_b6df7a4bcb75.png,data-ev\data\images\context\356334_context_b6df7a4bcb75.png
357254,Blink Network,IL,no_shade,0.9,no_shade,"The center of the image shows a large, flat, featureless building roof with no cars or parking structures, indicating the charger is likely in the adjacent open parking lot which has no overhead cover.",data-ev\data\images\primary\357254_primary_5e6a44cf374c.png,data-ev\data\images\context\357254_context_5e6a44cf374c.png
357393,Electrify America,CA,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement, parking lines, and parked cars, with no man-made overhead structure.",data-ev\data\images\primary\357393_primary_e84a43c24d37.png,data-ev\data\images\context\357393_context_e84a43c24d37.png
357478,ChargePoint Network,NM,no_shade,0.95,no_shade,"The center of both images clearly shows an open paved parking area with visible parking lines and no man-made overhead structure, canopy, or solar panels.",data-ev\data\images\primary\357478_primary_83fa9d938184.png,data-ev\data\images\context\357478_context_83fa9d938184.png
357822,EVPASSPORT,CA,no_shade,0.9,no_shade,"The center of the image shows an open, light-colored paved area, with no man-made overhead structure, only surrounding trees providing natural shade.",data-ev\data\images\primary\357822_primary_aeaef2976494.png,data-ev\data\images\context\357822_context_aeaef2976494.png
357850,ChargePoint Network,MO,no_shade,0.9,no_shade,"The images clearly show an open, paved parking area with visible stall lines and no man-made overhead structure directly above the center.",data-ev\data\images\primary\357850_primary_cdb453fab6df.png,data-ev\data\images\context\357850_context_cdb453fab6df.png
358418,FORD_CHARGE,TX,shade_structure,0.95,shade_structure,"The center of the image shows a row of uniform, light-colored, rectangular man-made canopies covering parking stalls, casting clear shadows, and lacking the grid texture of solar panels.",data-ev\data\images\primary\358418_primary_4d659e2289cd.png,data-ev\data\images\context\358418_context_4d659e2289cd.png
367608,eVgo Network,TX,in_garage,0.9,in_garage,"The center of the image shows a large, multi-level structure with alternating dark and light sections, consistent with the roof or upper level of a parking garage or deck.",data-ev\data\images\primary\367608_primary_693aec427140.png,data-ev\data\images\context\367608_context_693aec427140.png
367643,EV Connect,VT,no_shade,1.0,no_shade,"The center of the image clearly shows an open parking lot with visible pavement and parked cars, with no overhead man-made structure.",data-ev\data\images\primary\367643_primary_6537939c199b.png,data-ev\data\images\context\367643_context_6537939c199b.png
372113,BP_PULSE,FL,no_shade,1.0,no_shade,"The center of the image clearly shows open pavement with parking lines and parked cars, with no man-made overhead structure or roof visible.",data-ev\data\images\primary\372113_primary_b0b3e1be95bc.png,data-ev\data\images\context\372113_context_b0b3e1be95bc.png
372447,ChargePoint Network,CO,no_shade,0.9,no_shade,"The center of the image shows a building roof, but the charger is likely located in the adjacent open parking lot, which is exposed to the sky.",data-ev\data\images\primary\372447_primary_2e9b87bcccb3.png,data-ev\data\images\context\372447_context_2e9b87bcccb3.png
